Security Id,Security Name,Industry
TALBROSENG,Talbros Engineering Ltd,Auto Parts & Equipment
SAPL,SAR Auto Products Ltd,Auto Parts & Equipment
JAYATMA,Jayatma Enterprises Ltd,Misc.Commercial Services
PTCIL,PTC Industries Ltd,Other Industrial Products
GBLIL,GBL Industries Ltd,Construction & Engineering
CHENFERRO,Chennai Ferrous Industries Ltd,Iron & Steel/Interm.Products
MEGRISOFT,Megri Soft Ltd,Internet Software & Services
GITARENEW,Gita Renewable Energy Ltd,Electric Utilities
ORTEL,Ortel Communications Ltd,Broadcasting & Cable TV
NEIL,Neil Industries Ltd,Finance (including NBFCs)
STARHFL,Star Housing Finance Ltd,Housing Finance 
BEEKAY,Beekay Steel Industries Ltd,Iron & Steel/Interm.Products
SSPNFIN,SSPN Finance Ltd,Other Financial Services
SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,-
FRASER,Fraser and Company Ltd,Comm.Trading  & Distribution
TTIL,Tirupati Tyres Ltd,Auto Tyres & Rubber Products
SVPHOUSING,SVP Housing Ltd,Comm.Trading  & Distribution
AGIIL,AGI Infra Ltd,Realty
BKMINDST,BKM Industries Ltd,Containers & Packaging
MANAKSTELTD,Manaksia Steels Ltd,Iron & Steel/Interm.Products
MNKALCOLTD,Manaksia Aluminium Company Ltd,Aluminium
MNKCMILTD,Manaksia Coated Metals & Industries Ltd,Iron & Steel/Interm.Products
IMAGICAA,Imagicaaworld Entertainment Ltd,Other Leisure Facilities
INOXWIND,Inox Wind Ltd,Heavy Electrical Equipment
RAJPUTANA,Rajputana Investment and Finance Ltd,Finance (including NBFCs)
CITL,Consecutive Investment & Trading Company Ltd,Investment Companies
HKG,HKG Ltd,Comm.Trading  & Distribution
FILTRA,Filtra Consultants and Engineers Ltd,Utilities:Non-Elec.
ATHCON,Athena Constructions Ltd,Realty
NORTHLINK,Northlink Fiscal and Capital Services Ltd,Finance (including NBFCs)
SHESHAINDS,Sheshadri Industries Ltd,Textiles
SAB,SAB Industries Ltd,Realty
PML,Paul Merchants Ltd,Finance (including NBFCs)
ALAN SCOTT,Alan Scott Industries Ltd,Movies & Entertainment
OPCHAINS,O. P. Chains Ltd,Comm.Trading  & Distribution
SUJALA,Sujala Trading & Holdings Ltd,Finance (including NBFCs)
VRLLOG,VRL Logistics Ltd,Transportation - Logistics
JAINMARMO,Jain Marmo Industries Ltd,Construction Materials
BFFL,Bangalore Fort Farms Ltd,Jute & Jute Products
PALCO,Palco Metals Ltd,Aluminium
BODHTREE,Bodhtree Consulting Ltd,IT Consulting & Software
SARVOTTAM,Sarvottam Finvest Ltd,Finance (including NBFCs)
MEP,MEP Infrastructure Developers Ltd,Roads & Highways
VEGETABLE,Vegetable Products Ltd,Edible Oils
UFO,UFO Moviez India Ltd,Broadcasting & Cable TV
PANTH,Panth Infinity Ltd,Diversified
SHIVALIK,Shivalik Rasayan Ltd,Agrochemicals
ICSL,Integrated Capital Services Ltd,Consulting Services
PNCINFRA,PNC Infratech Ltd,Roads & Highways
ARFIN,Arfin India Ltd,Aluminium
HELPAGE,Helpage Finlease Ltd,Finance (including NBFCs)
INDRAIND,Indra Industries Ltd,Fertilizers
HAWAENG,Hawa Engineers Ltd,Industrial Machinery
AIIL,Authum Investment & Infrastructure Ltd,Finance (including NBFCs)
POEL,POCL Enterprises Ltd,Commodity Chemicals
AEL,Amba Enterprises Ltd,Other Elect.Equip./ Prod.
DEVHARI,Devhari Exports (India) Ltd,Comm.Trading  & Distribution
CAPFIN,Capfin India Ltd,Other Financial Services
MOONGIPASEC,Moongipa Securities Ltd,Other Financial Services
SATIA,Satia Industries Ltd,Paper & Paper Products
GVBL,Genomic Valley Biotech Ltd,Biotechnology
GARMNTMNTR,Garment Mantra Lifestyle Ltd,Textiles
SRESTHA,Srestha Finvest Ltd,Investment Companies
SAUMYA,Saumya Consultants Ltd,Finance (including NBFCs)
MUL,Mauria Udyog Ltd,Other Industrial Products
MISHKA,Mishka Exim Ltd,Other Apparels & Accessories
SPORTKING,Sportking India Ltd,Textiles
GROWINGTON,Growington Ventures India Ltd,Comm.Trading  & Distribution
AMBITION,Ambition Mica Ltd,Paper & Paper Products
HCKKVENTURE,HCKK Ventures Ltd,Diversified
RUDRA,Rudra Global Infra Products Ltd,Iron & Steel/Interm.Products
LOYAL,Loyal Equipments Ltd,Industrial Machinery
GGPL,Gala Global Products Ltd,Comm.Printing/Stationery
MRSS,Majestic Research Services and Solutions Ltd,Diversified
CHEMIESYNT,Chemiesynth (Vapi) Ltd,Specialty Chemicals
GPL,Grandeur Products Ltd,Other Agricultural Products
JEL,Jyotirgamya Enterprises Ltd,Comm.Trading  & Distribution
BALKRISHNA,Balkrishna Paper Mills Ltd,Paper & Paper Products
SCFL,Shyam Century Ferrous Ltd,Iron & Steel/Interm.Products
SURYAINDIA,Surya India Ltd,Finance (including NBFCs)
ADANITRANS,Adani Transmission Ltd,Electric Utilities
STARDELTA,Star Delta Transformers Ltd,Heavy Electrical Equipment
AMRAFIN,Amrapali Fincap Ltd,Finance (including NBFCs)
DRHABEEB,Dr Habeebullah Life Sciences Ltd,Comm.Trading  & Distribution
SYNGENE,Syngene International Ltd,Pharmaceuticals
PECOS,Pecos Hotels and Pubs Ltd,Restaurants
MSL,Mangalam Seeds Ltd,Other Agricultural Products
KAYA,Kaya Ltd,Sp.Consumer Services
ALSTONE,Alstone Textiles (India) Ltd,Distributors
SYMBIOX,Symbiox Investment & Trading Company Ltd,Other Financial Services
ORTINLAABS,Ortin Laboratories Ltd,Pharmaceuticals
AVI,AVI Polymers Ltd,Specialty Chemicals
AURUM,Aurum Proptech Ltd,IT Consulting & Software
BINDALAGRO,Oswal Greentech Ltd,Investment Companies
OZONEWORLD,Ozone World Ltd,Other Agricultural Products
AKSPINTEX,A.K. Spintex Ltd,Textiles
ARVSMART,Arvind SmartSpaces Ltd,Realty
POWERMECH,Power Mech Projects Ltd,Construction & Engineering
CANOPYFIN,Canopy Finance Ltd,Other Financial Services
RAMASTEEL,Rama Steel Tubes Ltd,Iron & Steel Products
THINKINK,Thinkink Picturez Ltd,Advertising & Media
UTISENSETF,UTI- SENSEX ETF,-
UTINIFTETF,UTI NIFTY ETF,-
UNIAUTO,Universal Autofoundry Ltd,Auto Parts & Equipment
VETO,Veto Switchgears and Cables Ltd,Other Elect.Equip./ Prod.
NAVKARCORP,Navkar Corporation Ltd,Transport Related Services
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,Specialty Chemicals
GUJGAS,Gujarat Gas Ltd,Integrated Oil & Gas
WAAREE,Waaree Technologies Ltd,Containers & Packaging
SADBHIN,Sadbhav Infrastructure Project Ltd,Roads & Highways
SALAUTO,Sal Automotive Ltd,Auto Parts & Equipment
POLYSPIN,Polyspin Exports Ltd,Containers & Packaging
PRITIKAUTO,Pritika Auto Industries Ltd,Other Industrial Products
SKC,Sri Krishna Constructions (India) Ltd,Realty
SML,Soni Medicare Ltd,Healthcare Facilities
MINFY,Mahaveer Infoway Ltd,IT Consulting & Software
KRISHNACAP,Krishna Capital and Securities Ltd,Finance (including NBFCs)
ACME,Acme Resources Ltd,Finance (including NBFCs)
KCL,Kabra Commercial Ltd,Coal
VISHALBL,Vishal Bearings Ltd,Industrial Machinery
BELLACASA,Bella Casa Fashion & Retail Ltd,Textiles
MALLCOM,Mallcom (India) Ltd,Other Apparels & Accessories
PJL,Patdiam Jewellery Ltd,Other Apparels & Accessories
VAL,Vaksons Automobiles Ltd,Other Agricultural Products
ARAMBHAN,Arambhan Hospitality Services Ltd,Restaurants
SATIN,Satin Creditcare Network Ltd,Finance (including NBFCs)
DITCO,Decorous Investment & Trading Co Ltd,Other Apparels & Accessories
GENCON,Generic Engineering Construction and Projects Ltd,Realty
NEERAJ,Neeraj Paper Marketing Ltd,Comm.Trading  & Distribution
MUZALI,Muzali Arts Ltd,Comm.Trading  & Distribution
TEJNAKSH,Tejnaksh Healthcare Ltd,Healthcare Facilities
INDOGLOBAL,Indo-Global Enterprises Ltd,Healthcare Facilities
BRIPORT,Brilliant Portfolios Ltd,Finance (including NBFCs)
RFSL,Richfield Financial Services Ltd,Other Financial Services
COFFEEDAY,Coffee Day Enterprises Ltd,Restaurants
IDFCFIRSTB,IDFC First Bank Ltd,Banks
BEARDSELL,Beardsell Ltd,Containers & Packaging
INDIGO,InterGlobe Aviation Ltd,Airlines
IGCIL,IGC Industries Ltd,Comm.Trading  & Distribution
SHK,S H Kelkar and Company Ltd,Personal Products
ARYAVAN,Aryavan Enterprise Ltd,Iron & Steel/Interm.Products
TFSL,Typhoon Financial Services Ltd,Finance (including NBFCs)
PANORAMA,Panorama Studios International Ltd,Movies & Entertainment
SHREEGANES,Shree Ganesh Biotech (India) Ltd,Biotechnology
GTV,GTV Engineering Ltd,Industrial Machinery
LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,-
PARIKSHA,Pariksha Fin- Invest- Lease Ltd,Finance (including NBFCs)
LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,-
TFLL,Tirupati Finlease Ltd,Investment Companies
GARBIFIN,Garbi Finvest Ltd,Finance (including NBFCs)
ADHARSHILA,Adharshila Capital Services Ltd,Finance (including NBFCs)
SMARTFIN,Smart Finsec Ltd,Finance (including NBFCs)
RAJKOTINV,Rajkot Investment Trust Ltd,Finance (including NBFCs)
ADCON,Adcon Capital Services Ltd,Finance (including NBFCs)
QUINT,Quint Digital Media Ltd,Publishing
HDFCNIFETF,HDFC Nifty ETF,-
SXETF,HDFC Sensex ETF - Open Ended Traded Fund,-
UDAYJEW,Uday Jewellery Industries Ltd,Distributors
MAYUKH,Mayukh Dealtrade Ltd,Distributors
NAVIGANT,Navigant Corporate Advisors Ltd,Other Financial Services
GROVY,Grovy India Ltd,Real Estate Investment
ALKEM,Alkem Laboratories Ltd,Pharmaceuticals
LALPATHLAB,Dr. Lal PathLabs Ltd,Healthcare Services
SCTL,Suncare Traders Ltd,Distributors
CREATIVE,Creative Castings Ltd,Other Industrial Products
AAYUSH,Aayush Food and Herbs Ltd,Packaged Foods
ELITECON,Elitecon International Ltd,Comm.Trading  & Distribution
LUXIND,Lux Industries Ltd,Other Apparels & Accessories
VALLEY,Valley Magnesite Company Ltd,Investment Companies
ABHIINFRA,Abhishek Infraventures Ltd,Realty
APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Investment Companies
BNL,Beekay Niryat Ltd,Comm.Trading  & Distribution
NH,Narayana Hrudayalaya Ltd,Healthcare Facilities
FMEC,F Mec International Financial Services Ltd,Finance (including NBFCs)
DDIL,Deep Diamond India Ltd,Other Apparels & Accessories
REMLIFE,Remedium Lifecare Ltd,Comm.Trading  & Distribution
AARNAV,Aarnav Fashions Ltd,Other Financial Services
ACEWIN,Acewin Agriteck Ltd,Other Food Products
SCL,Sunshine Capital Ltd,Finance (including NBFCs)
SIPTL,Sharanam Infraproject and Trading Ltd,Comm.Trading  & Distribution
SHIVA,Shivansh Finserve Ltd,Other Financial Services
MISHTANN,Mishtann Foods Ltd,Packaged Foods
DELTA,Delta Industrial Resources Ltd,Other Financial Services
JSLHISAR,Jindal Stainless (Hisar) Ltd,Iron & Steel Products
ORACLECR,Oracle Credit Ltd,Finance (including NBFCs)
KEL,Kotia Enterprises Ltd,Distributors
CHAMAK,Chamak Holdings Ltd,Comm.Trading  & Distribution
BLUECLOUDS,Blue Cloud Softech Solutions Ltd,IT Software Products
AINFRA,A Infrastructure Ltd,Cement & Cement Products
BCLENTERPR,BCL Enterprises Ltd,Finance (including NBFCs)
AARCOM,AAR Commercial Company Ltd,Distributors
PRECAM,Precision Camshafts Ltd,Auto Parts & Equipment
BVL,Blueblood Ventures Ltd,Other Financial Services
TEAMLEASE,TeamLease Services Ltd,Sp.Consumer Services
VIDLI,Vidli Restaurants Ltd,Restaurants
BESTAGRO,Best Agrolife Ltd,Agrochemicals
ACEMEN,Ace Men Engg Works Ltd,Distributors
BFLAFL,BFL Asset Finvest Ltd,Finance (including NBFCs)
RCL,Radhagobind Commercial Ltd,Distributors
QUICKHEAL,Quick Heal Technologies Ltd,IT Software Products
KAPILRAJ,Kapil Raj Finance Ltd,Finance (including NBFCs)
GANGAPHARM,Ganga Pharmaceuticals Ltd,Pharmaceuticals
DAL,Dynamic Archistructures Ltd,Finance (including NBFCs)
SESL,Sylph Education Solutions Ltd,Education
SHIVKAMAL,Shivkamal Impex Ltd,Finance (including NBFCs)
KPEL,K.P. Energy Ltd,Electric Utilities
IFINSER,Interactive Financial Services Ltd,Finance (including NBFCs)
HILIKS,Hiliks Technologies Ltd,Real Estate Investment
GOKULAGRO,Gokul Agro Resources Ltd,Edible Oils
FREDUN,Fredun Pharmaceuticals Ltd,Pharmaceuticals
SIMBHALS,Simbhaoli Sugars Ltd,Sugar
RELICAB,Relicab Cable Manufacturing Ltd,Other Elect.Equip./ Prod.
MODCL,Modern Converters Ltd,Other Agricultural Products
MNIL,Mega Nirman and Industries Ltd,Realty
DARJEELING,Darjeeling Ropeway Company Ltd,Other Financial Services
ADVIKCA,Advik Capital Ltd,Finance (including NBFCs)
LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,-
PDMJEPAPER,Pudumjee Paper Products Ltd,Paper & Paper Products
HCG,HealthCare Global Enterprises Ltd,Healthcare Facilities
KDML,Khemani Distributors & Marketing Ltd,Distributors
UMIYA,Umiya Tubes Ltd,Iron & Steel Products
BHARATWIRE,Bharat Wire Ropes Ltd,Iron & Steel Products
CHDCHEM,CHD Chemicals Ltd,Comm.Trading  & Distribution
INFIBEAM,Infibeam Avenues Ltd,Internet Software & Services
LELAVOIR,LE Lavoir Ltd,Comm.Trading  & Distribution
MUDRA,Mudra Financial Services Ltd,Other Financial Services
SICLTD,Shivom Investment & Consultancy Ltd,Finance (including NBFCs)
BALGOPAL,Balgopal Commercial Ltd,Comm.Trading  & Distribution
SUPERIOR,Superior Finlease Ltd,Finance (including NBFCs)
RPEL,Raghav Productivity Enhancers Ltd,Other Industrial Goods
FRANKLIN,Franklin Leasing and Finance Ltd,Finance (including NBFCs)
LANCER,Lancer Container Lines Ltd,Transportation - Logistics
NINSYS,NINtec Systems Ltd,IT Consulting & Software
EQUITAS,Equitas Holdings Ltd,Holding Companies
HALDER,Halder Venture Ltd,Other Agricultural Products
SKIL,SKIL Infrastructure Ltd,Construction & Engineering
THYROCARE,Thyrocare Technologies Ltd,Healthcare Services
BAJAJHCARE,Bajaj Healthcare Ltd,Pharmaceuticals
UJJIVAN,Ujjivan Financial Services Ltd,Finance (including NBFCs)
RSDFIN,RSD Finance Ltd,Investment Companies
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Household Appliances
PILANIINVS,Pilani Investment and Industries Corporation Ltd,Holding Companies
DARSHANORNA,Darshan Orna Ltd,Other Apparels & Accessories
PARAGMILK,Parag Milk Foods Ltd,Packaged Foods
MADHAVIPL,Madhav Infra Projects Ltd,Construction & Engineering
SAGL,Shalimar Agencies Ltd,Other Financial Services
KOCL,Kome-On Communication Ltd,Movies & Entertainment
SNIM,Svarnim Trade Udyog Ltd,Comm.Trading  & Distribution
NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Fertilizers
SEIL,Shanti Educational Initiatives Ltd,Education
RGIL,Rotographics (India) Ltd,Comm.Trading  & Distribution
LIKHAMI,Likhami Consulting Ltd,Consulting Services
MIL,Medico Intercontinental Ltd,Other Financial Services
YASHCHEM,Yash Chemex Ltd,Specialty Chemicals
MAXVIL,Max Ventures and Industries Ltd,Holding Companies
ICICINV20,ICICI Prudential NV20 ETF,-
BAZELINTER,Bazel International Ltd,Finance (including NBFCs)
JLL,Jindal Leasefin Ltd,Investment Companies
TAALENT,TAAL Enterprises Ltd,Airlines
MGL,Mahanagar Gas Ltd,Oil Marketing & Distribution
ZEAL,Zeal Aqua Ltd,Other Food Products
QUESS,Quess Corp Ltd,Sp.Consumer Services
DIGJAMLTD,Digjam Ltd,Textiles
ICICIMCAP,ICICI Prudential Midcap Select ETF,-
ASYL,Advance Syntex Ltd,Containers & Packaging
HUIL,Hindusthan Urban Infrastructure Ltd,Electronic Components
TITAANIUM,Titaanium Ten Enterprise Ltd,Textiles
COMSYN,Commercial Syn Bags Ltd,Containers & Packaging
CFEL,Confidence Futuristic Energetech Ltd,Comm.Trading  & Distribution
LLOYDSTEEL,Lloyds Steels Industries Ltd,Industrial Machinery
KPL,Kwality Pharmaceuticals Ltd,Pharmaceuticals
LTI,Larsen & Toubro Infotech Ltd,IT Consulting & Software
EASTWEST,East West Holdings Ltd,Transportation - Logistics
BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,-
COLORCHIPS,Colorchips New Media Ltd,Broadcasting & Cable TV
ADVENZYMES,Advanced Enzyme Technologies Ltd,Other Agricultural Products
LAHL,Ladam Affordable Housing Ltd,Realty
PTIL,Prabhat Technologies (India) Ltd,Specialty Retail
DBL,Dilip Buildcon Ltd,Roads & Highways
SPAL,S.P. Apparels Ltd,Other Apparels & Accessories
BIGBLOC,Bigbloc Construction Ltd,Cement & Cement Products
GOLDENCREST,Golden Crest Education & Services Ltd,Education
FRETAIL,Future Retail Ltd,Department Stores
RBLBANK,RBL Bank Ltd,Banks
AMS,AMS Polymers Ltd,Specialty Chemicals
SHIVAEXPO,Shiva Granito Export Ltd,Construction Materials
BLS,BLS International Services Ltd,Travel Support Services
MITSU,Mitsu Chem Plast Ltd,Containers & Packaging
SPRAYKING,Sprayking Agro Equipment Ltd,Other Industrial Products
NARAYANI,Narayani Steels Ltd,Iron & Steel/Interm.Products
GOVNOW,SAB Events & Governance Now Media Ltd,Publishing
RSTL,Riddhi Steel and Tube Ltd,Iron & Steel Products
TVVISION,TV Vision Ltd,Broadcasting & Cable TV
SPICY,Spicy Entertainment and Media Ltd,Movies & Entertainment
VISCO,Visco Trade Associates Ltd,Other Financial Services
TIAANC,Tiaan Consumer Ltd,Personal Products
LTTS,L&T Technology Services Ltd,Internet Software & Services
GNA,G N A Axles Ltd,Auto Parts & Equipment
RADHIKAJWE,Radhika Jeweltech Ltd,Other Apparels & Accessories
SIIL,Sabrimala Industries India Ltd,Comm.Trading  & Distribution
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Life Insurance
IISL,Ishaan Infrastructures and Shelters Ltd,Construction & Engineering
ARCFIN,ARC Finance Ltd,Other Financial Services
HPL,HPL Electric & Power Ltd,Consumer Electronics
SAGARSOFT,Sagarsoft (India) Ltd,IT Consulting & Software
DRA,DRA Consultants Ltd,Consulting Services
VALIANTORG,Valiant Organics Ltd,Specialty Chemicals
ACML,Aditya Consumer Marketing Ltd,Distributors
SHASHIJIT,Shashijit Infraprojects Ltd,Construction & Engineering
BINDALEXPO,Bindal Exports Ltd,Other Apparels & Accessories
MHEL,Mewar Hi-Tech Engineering Ltd,Construction & Engineering
DIKSAT,Diksat Transworld Ltd,Movies & Entertainment
IGRL,India Green Reality Ltd,Realty
ENDURANCE,Endurance Technologies Ltd,Auto Parts & Equipment
IDFSENSEXE,IDFC SENSEX ETF,-
PURPLE,Purple Entertainment Ltd,Movies & Entertainment
SUPRAP,Supra Pacific Management Consultancy Ltd,Finance (including NBFCs)
PNBHOUSING,PNB Housing Finance Ltd,Housing Finance 
SOUTHERNIN,Southern Infosys Ltd,IT Consulting & Software
REGENCY,Regency Fincorp Ltd,Other Financial Services
VBL,Varun Beverages Ltd,Non-alcoholic Beverages
SALEM,Salem Erode Investments Ltd,Finance (including NBFCs)
FRANKLININD,Franklin Industries Ltd,Comm.Trading  & Distribution
LKPSEC,LKP Securities Ltd,Other Financial Services
OSIAJEE,Osiajee Texfab Ltd,Textiles
CMBL,Corporate Merchant Bankers Ltd,Other Financial Services
SFL,Sheela Foam Ltd,Furniture-Furnishing-Paints
EIKO,Eiko Lifesciences Ltd,Specialty Chemicals
AVL,Aditya Vision Ltd,Specialty Retail
TMRVL,The Mandhana Retail Ventures Ltd,Specialty Retail
SIFL,Sparkling (India) Finshares Ltd,Finance (including NBFCs)
TCIEXP,TCI Express Ltd,Transportation - Logistics
SHASHANK,Shashank Traders Ltd,Comm.Trading  & Distribution
LAURUSLABS,Laurus Labs Ltd,Pharmaceuticals
NEWLIGHT,New Light Apparels Ltd,Comm.Trading  & Distribution
VSL,Veeram Securities Ltd,Other Apparels & Accessories
SNTCL,Shree Nidhi Trading Co. Ltd,Other Financial Services
MTPL,Marg Techno Projects Ltd,Finance (including NBFCs)
SHANGAR,Shangar Decor Ltd,Sp.Consumer Services
GLCL,Globe Commercials Ltd,Comm.Trading  & Distribution
DHANVARSHA,Dhanvarsha Finvest Ltd,Other Financial Services
SKL,Super Fine Knitters Ltd,Other Apparels & Accessories
RAIDEEPIND,Raideep Industries Ltd,Comm.Trading  & Distribution
PRICOLLTD,Pricol Ltd,Auto Parts & Equipment
CFL,Classic Filaments Ltd,Textiles
JITFINFRA,JITF Infralogistics Ltd,Holding Companies
SUERYAAKNI,Sueryaa Knitwear Ltd,Textiles
TANVI,Tanvi Foods (India) Ltd,Comm.Trading  & Distribution
RMC,RMC Switchgears Ltd,Other Elect.Equip./ Prod.
PARMAX,Parmax Pharma Ltd,Pharmaceuticals
LLFICL,Leading Leasing Finance And Investment Company Ltd,Other Financial Services
DANUBE,Danube Industries Ltd,Comm.Trading  & Distribution
RADIOCITY,Music Broadcast Ltd,Broadcasting & Cable TV
DMART,Avenue Supermarts Ltd,Department Stores
IFL,IFL Enterprises Ltd,Comm.Trading  & Distribution
KDLL,KD Leisures Ltd,Other Financial Services
ONTIC,Ontic Finserve Ltd,Other Financial Services
SMLT,Sarthak Metals Ltd,Iron & Steel Products
CHEMCRUX,Chemcrux Enterprises Ltd,Specialty Chemicals
MANOMAY,Manomay Tex India Ltd,Textiles
MAXIMUS,Maximus International Ltd,Comm.Trading  & Distribution
MANAS,Manas Properties Ltd,Realty
CLEDUCATE,CL Educate Ltd,Education
PRIMEFRESH,Prime Fresh Ltd,Other Agricultural Products
OCEANIC,Oceanic Foods Ltd,Other Food Products
OCTAWARE,Octaware Technologies Ltd,Internet Software & Services
SHANKARA,Shankara Building Products Ltd,Specialty Retail
ESCORP,Escorp Asset Management Ltd,Other Financial Services
PARMSILK,Parmeshwari Silk Mills Ltd,Other Apparels & Accessories
KMSMEDI,KMS Medisurgi Ltd,Healthcare Supplies
CLFL,Classic Leasing & Finance Ltd,Other Financial Services
STARLENT,Starlineps Enterprises Ltd,Comm.Trading  & Distribution
SCHAND,S Chand and Company Ltd,Publishing
KANUNGO,Kanungo Financiers Ltd,Other Financial Services
MEERA,Meera Industries Ltd,Industrial Machinery
HUDCO,Housing & Urban Development Corporation Ltd,Housing Finance 
PSPPROJECT,PSP Projects Ltd,Realty
BGJL,Bhakti Gems and Jewellery Ltd,Other Apparels & Accessories
YUG,Yug Decor Ltd,Specialty Chemicals
VARIMAN,Variman Global Enterprises Ltd,Comm.Trading  & Distribution
STARCEMENT,Star Cement Ltd,Cement & Cement Products
RIDDHICORP,Riddhi Corporate Services Ltd,BPO/KPO
HEOFDG1126,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct,-
HEOFDD1126,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct,-
HEOFRG1126,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular,-
HEOFRD1126,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Regular,-
TEJASNET,Tejas Networks Ltd,Other Telecom Services
ERIS,Eris Lifesciences Ltd,Pharmaceuticals
GTPL,GTPL Hathway Ltd,Other Telecom Services
AUBANK,AU Small Finance Bank Ltd,Banks
ICICILOVOL,ICICI Prudential Nifty Low Vol 30 ETF,-
GEL,Gautam Exim Ltd,Comm.Trading  & Distribution
GGENG,G G Engineering Ltd,Heavy Electrical Equipment
7NR,7NR Retail Ltd,Specialty Retail
BHAGYAPROP,Bhagyanagar Properties Ltd,Realty
HEOFDG1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION,-
HEOFDD1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION,-
HEOFRG1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION,-
HEOFRD1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION,-
SALASAR,Salasar Techno Engineering Ltd,Construction & Engineering
GANGESSEC,Ganges Securities Ltd,Investment Companies
PALASHSEC,Palash Securities Ltd,Real Estate Investment
AVADHSUGAR,Avadh Sugar & Energy Ltd,Sugar
MAGADHSUGAR,Magadh Sugar & Energy Ltd,Sugar
JIGAR,Jigar Cables Ltd,Other Elect.Equip./ Prod.
CTCL,Captain Technocast Ltd,Other Industrial Goods
SINTEXPLAST,Sintex Plastics Technology Ltd,Comm.Trading  & Distribution
GSTL,Globalspace Technologies Ltd,IT Consulting & Software
UTINEXT50,UTI Nifty Next 50 ETF,-
SIS,SIS Ltd,Sp.Consumer Services
COCHINSHIP,Cochin Shipyard Ltd,Shipping
SMSLIFE,SMS Lifesciences India Ltd,Pharmaceuticals
KIOCL,KIOCL Ltd,Iron & Steel/Interm.Products
CHOTHANI,Chothani Foods Ltd,Packaged Foods
SMRUTHIORG,Smruthi Organics Ltd,Pharmaceuticals
ABCAPITAL,Aditya Birla Capital Ltd,Holding Companies
APEX,Apex Frozen Foods Ltd,Packaged Foods
SHISHIND,Shish Industries Ltd,Plastic Products
ANG,ANG Lifesciences India Ltd,Healthcare Services
DWL,Dhruv Wellness Ltd,Comm.Trading  & Distribution
KCDGROUP,KCD Industries India Ltd,Comm.Trading  & Distribution
AMFL,A & M Febcon Ltd,Industrial Machinery
DIXON,Dixon Technologies (India) Ltd,Consumer Electronics
BRNL,Bharat Road Network Ltd,Roads & Highways
DCAL,Dishman Carbogen Amcis Ltd,Pharmaceuticals
LASA,Lasa Supergenerics Ltd,Healthcare Services
PROVESTSER,Provestment Services Ltd,Consulting Services
MATRIMONY,Matrimony.com Ltd,Internet Software & Services
RELHOME,Reliance Home Finance Ltd,Housing Finance 
CAPACITE,Capacite Infraprojects Ltd,Realty
SAGAR,Sagar Diamonds Ltd,Other Apparels & Accessories
ICICIGI,ICICI Lombard General Insurance Company Ltd,General Insurance
PQIF,Polo Queen Industrial and Fintech Ltd,Comm.Trading  & Distribution
AKM,AKM Lace and Embrotex Ltd,Textiles
SBILIFE,SBI Life Insurance Company Ltd,Life Insurance
DIAMONDYD,Prataap Snacks Ltd,Packaged Foods
SHAREINDIA,Share India Securities Ltd,Other Financial Services
TTFL,Trident Texofab Ltd,Comm.Trading  & Distribution
POOJA,Poojawestern Metaliks Ltd,Other Industrial Products
SAYAJIIND,Sayaji Industries Ltd,Diversified
VANTABIO,Vanta Bioscience Ltd,Pharmaceuticals
MEHAI,Mehai Technology Ltd,Comm.Trading  & Distribution
IRIS,IRIS Business Services Ltd,IT Software Products
SGRL,Shree Ganesh Remedies Ltd,Pharmaceuticals
STL,Shreeji Translogistics Ltd,Transportation - Logistics
GODREJAGRO,Godrej Agrovet Ltd,Other Agricultural Products
MESCON,Mideast Integrated Steels Ltd,Iron & Steel/Interm.Products
MASFIN,MAS Financial Services Ltd,Finance (including NBFCs)
IEX,Indian Energy Exchange Ltd,Other Financial Services
GICRE,General Insurance Corporation of India,General Insurance
KAARYAFSL,Kaarya Facilities and Services Ltd,Sp.Consumer Services
